;Bass;Flauta;Piano
0;0.3;0.5;0.19999999999999996
1;0.2949139140204732;0.5004842262589676;0.20460185972055916
2;0.2905719348476392;0.49994750468926463;0.20948056046309613
3;0.2869799113204372;0.4984444191693358;0.214575669510227
4;0.2841376653803014;0.49604009749835165;0.21982223712134694
5;0.2820396462847157;0.4928090012108335;0.22515135250445079
6;0.2806752213021706;0.48883391110106444;0.23049086759676496
7;0.2800288410282038;0.48420467971218706;0.2357664792596093
8;0.2800800391796671;0.4790168593793378;0.24090310144099525
9;0.28080330270518605;0.47337027752702143;0.2458264197677927
10;0.28216787685358663;0.4673674392406583;0.2504646839057552
11;0.2841375447147656;0.46111188047893625;0.2547505748062982
12;0.2866704339690315;0.4547064851413139;0.2586230808896547
13;0.2897189125797019;0.448251818197295;0.26202926922300324
14;0.29322961707250667;0.44184451815093667;0.2649258647765568
15;0.2971436584466242;0.4355758052086949;0.267280536344681
16;0.3013971007901963;0.4295301953095099;0.2690727039002938
17;0.305921582366472;0.4237843699913275;0.2702940476422006
18;0.3106452526022108;0.4184063024083438;0.27094844498944554
19;0.3154938941385143;0.4134546202937265;0.27105148556775926
20;0.3203922382127965;0.4089782119470538;0.27062954984014975
21;0.3252654055008842;0.4050160602079448;0.2697185342911711
22;0.33004041295650877;0.40159728464901623;0.26836230239447506
23;0.3346476741445379;0.3987413629847173;0.26661096287074487
24;0.33902242171847224;0.39645850296608276;0.264519075315445
25;0.3431059994484007;0.39475012302655677;0.2621438775250426
26;0.3468469498375102;0.3936094343618766;0.25954361580061325
27;0.35020187822323484;0.39302207818281587;0.25677604359394934
28;0.35313606142516013;0.392966807371884;0.25389713120295593
29;0.35562379183140946;0.3934161976100668;0.2509600105585238
30;0.35764846982001086;0.3943373746466196;0.24801415553336964
31;0.3592024363816781;0.3956927538612694;0.2451048097570526
32;0.36028662317778226;0.3974407832688189;0.24227259355339895
33;0.3609100049402374;0.399536696519098;0.2395532985406647
34;0.3610887647258029;0.40193326729829953;0.23697796797589768
35;0.3608457150373533;0.4045815142920602;0.23457277067058666
36;0.36020917651258866;0.407431484933938;0.23235933855347354
37;0.3592121298503928;0.4104329464183431;0.23035492373126423
38;0.35789123687679625;0.4135360835681429;0.22857267955506097
39;0.356285870082223;0.4166921682595227;0.22702196165825436
40;0.35443722029259767;0.4198541759480249;0.22570860375937754
41;0.3523874182246519;0.4229773619260921;0.22463521984925605
42;0.3501787587715861;0.4260197751596576;0.2238014660687563
43;0.34785298438640255;0.42894271274718654;0.22320430286641085
44;0.34545066805750124;0.4317111030438577;0.22283822889864108
45;0.34301068403603635;0.4342938180489558;0.22269549791500792
46;0.3405697678117531;0.4366639126675708;0.22276631952067608
47;0.33816216094129425;0.43879879292074825;0.22303904613795741
48;0.3358193392825055;0.44068031177626504;0.2235003489412294
49;0.33356981113041817;0.4422947980682109;0.22413539080137088
50;0.33143898130571875;0.4436330219305104;0.2249279967637708
51;0.3294490734434908;0.44469009944779886;0.2258608271087103
52;0.32761909653578053;0.4454653442542012;0.2269155592100183
53;0.32596485171189665;0.44596206969347424;0.22807307859462908
54;0.3244989781666701;0.4461873428360009;0.22931367899732893
55;0.3232310106005239;0.44615170740825083;0.23061728199122533
56;0.3221674710204699;0.44586886626399347;0.23196366271553667
57;0.32131197553834556;0.4453553336889974;0.2333326907726571
58;0.3206653471425477;0.44463007468092697;0.23470457817652532
59;0.32022575344812687;0.4437141142476864;0.23606013230418674
60;0.3199888484189635;0.4426301416789697;0.2373810099020668
61;0.3199479290622925;0.4414021101380591;0.23864996079964834
62;0.32009410464790605;0.44005482694510334;0.23985106840699058
63;0.32041647902362813;0.4386135611767487;0.24096995979962307
64;0.3209023465990651;0.43710365376856125;0.2419939996323736
65;0.3215374017329639;0.4355501412583512;0.24291245700868488
66;0.32230596444852566;0.43397741752859387;0.24371661802288047
67;0.3231912175087184;0.4324088989074522;0.24439988358382939
68;0.32417545519156293;0.43086674390734847;0.24495780090108848
69;0.32524034351310305;0.42937158343759035;0.24538807304930652
70;0.32636718602109094;0.4279423079776787;0.24569050600123032
71;0.3275371922041653;0.42659587750527805;0.2458669302905566
72;0.3287317481664087;0.42534717863142635;0.2459210732021649
73;0.32993267364350976;0.4242089187578537;0.24585840759863645
74;0.33112248216318113;0.4231915580602903;0.2456859597765285
75;0.3322846062935007;0.4223032789180258;0.24541211478847338
76;0.333403626919606;0.4215499922485555;0.24504638083183838
77;0.33446544984994175;0.420935373379538;0.24459917677052018
78;0.3354574804617093;0.4204609303968058;0.2440815891414848
79;0.336368756639712;0.4201261002742029;0.24350514308608515
80;0.3371900428512495;0.41992836854353804;0.24288158860521242
81;0.3379139013623938;0.4198634090765193;0.24222268956108686
82;0.338534723971453;0.41992524324243236;0.24154003278611458
83;0.33904872936426805;0.4201064115531729;0.24084485908255907
84;0.3394539325482517;0.42039815742482417;0.24014791002692412
85;0.33975008200635787;0.42079061985551536;0.23945929813812677
86;0.339938570871397;0.42127302915890696;0.23878839996969603
87;0.3400223264613575;0.4218339056262892;0.2381437679123533
88;0.34000567616625954;0.4224612599819208;0.23753306385181966
89;0.3398942036698553;0.4231427846859233;0.23696301164422134
90;0.3396945885119565;0.4238660451206385;0.23643936636740492
91;0.339414437931428;0.42461866111627095;0.23596690095230102
92;0.33906211939006464;0.4253884756262958;0.2355494049836396
93;0.33864658514815055;0.4261637160910036;0.23518969876084586
94;0.3381772043637747;0.42693313906146;0.2348896565747653
95;0.33766359946771396;0.4276861606017711;0.23465023993051495
96;0.3371154868033191;0.42841297242835336;0.23447154076832757
97;0.33654253191304706;0.42910463891538797;0.2343528291715649
98;0.335954212244927;0.429753178768446;0.23429260898662702
99;0.33535968942291056;0.4303516298813887;0.23428868069570077
